Title,Image URL,Price,Short Description,Stock Status,Stock Quantity,SKU,Categories,Tags,Weight,Dimensions,Reviews
Swirlix,https://scrapeme.live/wp-content/uploads/2018/08/684.png,£90.00,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",In stock,129,1694,"Categories: Cotton Candy, Pokemon","Tags: Cotton Candy, Sweet Veil, swirlix",7.7 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Swirlix” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Slurpuff,https://scrapeme.live/wp-content/uploads/2018/08/685.png,£66.00,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",In stock,262,1013,"Categories: Meringue, Pokemon","Tags: Meringue, slurpuff, Sweet Veil",11 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Slurpuff” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Inkay,https://scrapeme.live/wp-content/uploads/2018/08/686.png,£38.00,"It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.",In stock,167,5522,"Categories: Pokemon, Revolving","Tags: inkay, Revolving, Suction Cups",7.7 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Inkay” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Malamar,https://scrapeme.live/wp-content/uploads/2018/08/687.png,£58.00,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",In stock,294,8034,"Categories: Overturning, Pokemon","Tags: malamar, Overturning, Suction Cups",103.6 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Malamar” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Binacle,https://scrapeme.live/wp-content/uploads/2018/08/688.png,£102.00,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",In stock,143,2430,"Categories: Pokemon, Two-Handed","Tags: binacle, Sniper, Two-Handed",68.3 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Binacle” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Barbaracle,https://scrapeme.live/wp-content/uploads/2018/08/689.png,£165.00,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",In stock,123,2186,"Categories: Collective, Pokemon","Tags: barbaracle, Collective, Sniper",211.6 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Barbaracle” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Skrelp,https://scrapeme.live/wp-content/uploads/2018/08/690.png,£63.00,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,In stock,184,4439,"Categories: Mock Kelp, Pokemon","Tags: Mock Kelp, Poison Point, skrelp",16.1 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Skrelp” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Dragalge,https://scrapeme.live/wp-content/uploads/2018/08/691.png,£151.00,"Tales are told of ships that wander into seas where Dragalge live, never to return.",In stock,254,8707,"Categories: Mock Kelp, Pokemon","Tags: dragalge, Mock Kelp, Poison Point",179.7 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Dragalge” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Clauncher,https://scrapeme.live/wp-content/uploads/2018/08/692.png,£29.00,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",In stock,152,3133,"Categories: Pokemon, Water Gun","Tags: clauncher, Mega Launcher, Water Gun",18.3 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Clauncher” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Clawitzer,https://scrapeme.live/wp-content/uploads/2018/08/693.png,£69.00,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",In stock,65,1535,"Categories: Howitzer, Pokemon","Tags: clawitzer, Howitzer, Mega Launcher",77.8 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Clawitzer” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Helioptile,https://scrapeme.live/wp-content/uploads/2018/08/694.png,£62.00,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,In stock,126,3461,"Categories: Generator, Pokemon","Tags: Generator, helioptile, Sand Veil",13.2 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Helioptile” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Heliolisk,https://scrapeme.live/wp-content/uploads/2018/08/695.png,£83.00,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",In stock,43,3157,"Categories: Generator, Pokemon","Tags: Generator, heliolisk, Sand Veil",46.3 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Heliolisk” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Tyrunt,https://scrapeme.live/wp-content/uploads/2018/08/696.png,£62.00,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,In stock,148,6058,"Categories: Pokemon, Royal Heir","Tags: Royal Heir, Strong Jaw, tyrunt",57.3 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Tyrunt” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Tyrantrum,https://scrapeme.live/wp-content/uploads/2018/08/697.png,£26.00,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.",In stock,58,2750,"Categories: Despot, Pokemon","Tags: Despot, Strong Jaw, tyrantrum",595.2 kg,8 x 8 x 8 cm,"Reviews
There are no reviews yet.




Be the first to review “Tyrantrum” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Amaura,https://scrapeme.live/wp-content/uploads/2018/08/698.png,£155.00,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,In stock,187,3786,"Categories: Pokemon, Tundra","Tags: amaura, Refrigerate, Tundra",55.6 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Amaura” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Aurorus,https://scrapeme.live/wp-content/uploads/2018/08/699.png,£189.00,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.",In stock,243,3008,"Categories: Pokemon, Tundra","Tags: aurorus, Refrigerate, Tundra",496 kg,8 x 8 x 8 cm,"Reviews
There are no reviews yet.




Be the first to review “Aurorus” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Sylveon,https://scrapeme.live/wp-content/uploads/2018/08/700.png,£48.00,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,In stock,20,8161,"Categories: Intertwining, Pokemon","Tags: Cute Charm, Intertwining, sylveon",51.8 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Sylveon” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Hawlucha,https://scrapeme.live/wp-content/uploads/2018/08/701.png,£44.00,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",In stock,30,2009,"Categories: Pokemon, Wrestling","Tags: hawlucha, Limber, Wrestling",47.4 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Hawlucha” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Dedenne,https://scrapeme.live/wp-content/uploads/2018/08/702.png,£118.00,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",In stock,71,3410,"Categories: Antenna, Pokemon","Tags: Antenna, dedenne, Pickup",4.9 kg,,"Reviews
There are no reviews yet.




Be the first to review “Dedenne” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Carbink,https://scrapeme.live/wp-content/uploads/2018/08/703.png,£171.00,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,In stock,290,1834,"Categories: Jewel, Pokemon","Tags: carbink, Clear Body, Jewel",12.6 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Carbink” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Goomy,https://scrapeme.live/wp-content/uploads/2018/08/704.png,£110.00,It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,In stock,122,3506,"Categories: Pokemon, Soft Tissue","Tags: goomy, Hydration, Soft Tissue",6.2 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Goomy” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Sliggoo,https://scrapeme.live/wp-content/uploads/2018/08/705.png,£109.00,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.",In stock,232,8675,"Categories: Pokemon, Soft Tissue","Tags: Hydration, sliggoo, Soft Tissue",38.6 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Sliggoo” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Goodra,https://scrapeme.live/wp-content/uploads/2018/08/706.png,£192.00,It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.,In stock,185,1614,"Categories: Dragon, Pokemon","Tags: Dragon, goodra, Hydration",331.8 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Goodra” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Klefki,https://scrapeme.live/wp-content/uploads/2018/08/707.png,£179.00,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.",In stock,30,2856,"Categories: Key Ring, Pokemon","Tags: Key Ring, klefki, Prankster",6.6 kg,,"Reviews
There are no reviews yet.




Be the first to review “Klefki” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Trevenant,https://scrapeme.live/wp-content/uploads/2018/08/709.png,£53.00,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.",In stock,167,3436,"Categories: Elder Tree, Pokemon","Tags: Elder Tree, Natural Cure, trevenant",156.5 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Trevenant” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Bergmite,https://scrapeme.live/wp-content/uploads/2018/08/712.png,£119.00,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",In stock,248,7042,"Categories: Ice Chunk, Pokemon","Tags: bergmite, Ice Chunk, Own Tempo",219.4 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Bergmite” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Avalugg,https://scrapeme.live/wp-content/uploads/2018/08/713.png,£71.00,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,In stock,156,5514,"Categories: Iceberg, Pokemon","Tags: avalugg, Iceberg, Own Tempo",1113.3 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Avalugg” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Noibat,https://scrapeme.live/wp-content/uploads/2018/08/714.png,£126.00,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.",In stock,136,6099,"Categories: Pokemon, Sound Wave","Tags: Frisk, noibat, Sound Wave",17.6 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Noibat” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Noivern,https://scrapeme.live/wp-content/uploads/2018/08/715.png,£75.00,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,In stock,159,1413,"Categories: Pokemon, Sound Wave","Tags: Frisk, noivern, Sound Wave",187.4 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Noivern” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Xerneas,https://scrapeme.live/wp-content/uploads/2018/08/716.png,£30.00,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",In stock,171,6107,"Categories: Life, Pokemon","Tags: Fairy Aura, Life, xerneas",474 kg,9 x 9 x 9 cm,"Reviews
There are no reviews yet.




Be the first to review “Xerneas” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Yveltal,https://scrapeme.live/wp-content/uploads/2018/08/717.png,£59.00,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",In stock,215,4540,"Categories: Destruction, Pokemon","Tags: Dark Aura, Destruction, yveltal",447.5 kg,19 x 19 x 19 cm,"Reviews
There are no reviews yet.




Be the first to review “Yveltal” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Zygarde,https://scrapeme.live/wp-content/uploads/2018/08/718.png,£83.00,It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,In stock,80,5609,"Categories: Order, Pokemon","Tags: Aura Break, Order, zygarde",672.4 kg,16 x 16 x 16 cm,"Reviews
There are no reviews yet.




Be the first to review “Zygarde” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Diancie,https://scrapeme.live/wp-content/uploads/2018/08/719.png,£27.00,It can instantly create many diamonds by compressing the carbon in the air between its hands.,In stock,231,1266,"Categories: Jewel, Pokemon","Tags: Clear Body, diancie, Jewel",19.4 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Diancie” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Hoopa,https://scrapeme.live/wp-content/uploads/2018/08/720.png,£189.00,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",In stock,45,3194,"Categories: Mischief, Pokemon","Tags: hoopa, Magician, Mischief",19.8 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Hoopa” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Volcanion,https://scrapeme.live/wp-content/uploads/2018/08/721.png,£45.00,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,In stock,238,4693,"Categories: Pokemon, Steam","Tags: Steam, volcanion, Water Absorb",429.9 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Volcanion” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Dartrix,https://scrapeme.live/wp-content/uploads/2018/08/723.png,£169.00,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,In stock,169,4851,"Categories: Blade Quill, Pokemon","Tags: Blade Quill, dartrix, Overgrow",35.3 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Dartrix” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Decidueye,https://scrapeme.live/wp-content/uploads/2018/08/724.png,£106.00,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",In stock,268,7059,"Categories: Arrow Quill, Pokemon","Tags: Arrow Quill, decidueye, Overgrow",80.7 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Decidueye” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Litten,https://scrapeme.live/wp-content/uploads/2018/08/725.png,£132.00,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,In stock,150,6456,"Categories: Fire Cat, Pokemon","Tags: Blaze, Fire Cat, litten",9.5 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Litten” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Torracat,https://scrapeme.live/wp-content/uploads/2018/08/726.png,£184.00,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",In stock,186,9406,"Categories: Fire Cat, Pokemon","Tags: Blaze, Fire Cat, torracat",55.1 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Torracat” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Incineroar,https://scrapeme.live/wp-content/uploads/2018/08/727.png,£36.00,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",In stock,201,5027,"Categories: Heel, Pokemon","Tags: Blaze, Heel, incineroar",183 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Incineroar” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Popplio,https://scrapeme.live/wp-content/uploads/2018/08/728.png,£158.00,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,In stock,83,7912,"Categories: Pokemon, Sea Lion","Tags: popplio, Sea Lion, Torrent",16.5 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Popplio” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Brionne,https://scrapeme.live/wp-content/uploads/2018/08/729.png,£172.00,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",In stock,174,9296,"Categories: Pokemon, Pop Star","Tags: brionne, Pop Star, Torrent",38.6 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Brionne” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Primarina,https://scrapeme.live/wp-content/uploads/2018/08/730.png,£143.00,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,In stock,36,2133,"Categories: Pokemon, Soloist","Tags: primarina, Soloist, Torrent",97 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Primarina” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Pikipek,https://scrapeme.live/wp-content/uploads/2018/08/731.png,£51.00,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",In stock,246,3914,"Categories: Pokemon, Woodpecker","Tags: Keen Eye, pikipek, Woodpecker",2.6 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Pikipek” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Trumbeak,https://scrapeme.live/wp-content/uploads/2018/08/732.png,£59.00,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.",In stock,30,2185,"Categories: Bugle Beak, Pokemon","Tags: Bugle Beak, Keen Eye, trumbeak",32.6 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Trumbeak” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Toucannon,https://scrapeme.live/wp-content/uploads/2018/08/733.png,£77.00,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.",In stock,176,9306,"Categories: Cannon, Pokemon","Tags: Cannon, Keen Eye, toucannon",57.3 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Toucannon” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Yungoos,https://scrapeme.live/wp-content/uploads/2018/08/734.png,£159.00,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",In stock,180,1383,"Categories: Loitering, Pokemon","Tags: Loitering, Strong Jaw, yungoos",13.2 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Yungoos” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Gumshoos,https://scrapeme.live/wp-content/uploads/2018/08/735.png,£123.00,"It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.",In stock,125,3078,"Categories: Pokemon, Stakeout","Tags: gumshoos, Stakeout, Strong Jaw",31.3 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Gumshoos” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Grubbin,https://scrapeme.live/wp-content/uploads/2018/08/736.png,£77.00,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,In stock,47,3728,"Categories: Larva, Pokemon","Tags: grubbin, Larva, Swarm",9.7 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Grubbin” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Charjabug,https://scrapeme.live/wp-content/uploads/2018/08/737.png,£76.00,"From the food it digests, it generates electricity, and it stores this energy in its electric sac.",In stock,21,8497,"Categories: Battery, Pokemon","Tags: Battery, charjabug",23.1 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Charjabug” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Vikavolt,https://scrapeme.live/wp-content/uploads/2018/08/738.png,£88.00,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,In stock,62,8322,"Categories: Pokemon, Stag Beetle","Tags: Levitate, Stag Beetle, vikavolt",99.2 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Vikavolt” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Crabrawler,https://scrapeme.live/wp-content/uploads/2018/08/739.png,£181.00,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.",In stock,212,5483,"Categories: Boxing, Pokemon","Tags: Boxing, crabrawler, Hyper Cutter",15.4 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Crabrawler” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Crabominable,https://scrapeme.live/wp-content/uploads/2018/08/740.png,£65.00,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.",In stock,188,3027,"Categories: Pokemon, Woolly Crab","Tags: crabominable, Hyper Cutter, Woolly Crab",396.8 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Crabominable” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Cutiefly,https://scrapeme.live/wp-content/uploads/2018/08/742.png,£118.00,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,In stock,23,3090,"Categories: Bee Fly, Pokemon","Tags: Bee Fly, cutiefly, Shield Dust",0.4 kg,,"Reviews
There are no reviews yet.




Be the first to review “Cutiefly” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Ribombee,https://scrapeme.live/wp-content/uploads/2018/08/743.png,£100.00,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,In stock,233,4694,"Categories: Bee Fly, Pokemon","Tags: Bee Fly, ribombee, Shield Dust",1.1 kg,,"Reviews
There are no reviews yet.




Be the first to review “Ribombee” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Rockruff,https://scrapeme.live/wp-content/uploads/2018/08/744.png,£149.00,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,In stock,296,9049,"Categories: Pokemon, Puppy","Tags: Keen Eye, Puppy, rockruff",20.3 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Rockruff” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Mareanie,https://scrapeme.live/wp-content/uploads/2018/08/747.png,£47.00,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,In stock,99,2097,"Categories: Brutal Star, Pokemon","Tags: Brutal Star, Limber, mareanie",17.6 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Mareanie” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
